SKU,Categoria,Fabricante,Num_Ofertas,Melhor_Preco,Pior_Preco,Preco_Medio,Variacao_%,Distribuidores
SKU327540327540117514830300259600,componentes,unknown,3,1200.00,12076.99,7646.27,906.42,"Estimated:R$1200.00; YSH Internal:R$9661.83; YSH B2C:R$12076.99"
IIN00289,componentes,unknown,3,1200.00,12041.99,7625.29,903.50,"Estimated:R$1200.00; YSH Internal:R$9633.87; YSH B2C:R$12041.99"
GOODWEGW30KLSMTAFCIREDIMAGEPRODUCT600483,componentes,GOODWE,3,2381.96,23850.00,9736.48,901.28,"YSH Internal:R$2381.96; YSH B2C:R$2977.49; Estimated:R$23850.00"
IIN00241,componentes,unknown,3,1200.00,11977.00,7586.16,898.08,"Estimated:R$1200.00; YSH Internal:R$9581.49; YSH B2C:R$11977.00"
313801,componentes,unknown,3,850.00,8449.00,5352.67,894.00,"Estimated:R$850.00; YSH Internal:R$6759.02; YSH B2C:R$8449.00"
FOTUSKP04960KWPMINITRILHOKITS,kits,unknown,3,4361.74,43225.00,17679.58,891.00,"YSH Internal:R$4361.74; YSH B2C:R$5451.99; Estimated:R$43225.00"
NEOSOLARCHARGERS25220,componentes,unknown,3,1200.00,11864.99,7519.02,888.75,"Estimated:R$1200.00; YSH Internal:R$9492.08; YSH B2C:R$11864.99"
NEOSOLARPOSTS23587,componentes,unknown,3,1200.00,11846.00,7507.56,887.17,"Estimated:R$1200.00; YSH Internal:R$9476.69; YSH B2C:R$11846.00"
IIN00261,componentes,unknown,3,1200.00,11817.00,7490.18,884.75,"Estimated:R$1200.00; YSH Internal:R$9453.54; YSH B2C:R$11817.00"
NEOSOLARCONTROLLERS24245,componentes,unknown,3,1200.00,11752.99,7451.87,879.42,"Estimated:R$1200.00; YSH Internal:R$9402.63; YSH B2C:R$11752.99"
NEOSOLARCONTROLLERS21565,componentes,unknown,3,1200.00,11747.95,7448.67,879.00,"Estimated:R$1200.00; YSH Internal:R$9398.05; YSH B2C:R$11747.95"
NEOSOLARCHARGERS20043,componentes,unknown,3,1200.00,11744.99,7447.05,878.75,"Estimated:R$1200.00; YSH Internal:R$9396.15; YSH B2C:R$11744.99"
FOTUSKP03994KWPCERAMICOKITS,kits,unknown,3,4585.42,44755.00,18357.47,876.03,"YSH Internal:R$4585.42; YSH B2C:R$5732.00; Estimated:R$44755.00"
IIN00364,componentes,unknown,3,1200.00,11697.99,7418.85,874.83,"Estimated:R$1200.00; YSH Internal:R$9358.56; YSH B2C:R$11697.99"
IMAGEPRODUCT559380,componentes,unknown,3,1200.00,11679.99,7408.07,873.33,"Estimated:R$1200.00; YSH Internal:R$9344.23; YSH B2C:R$11679.99"
IIN00377,componentes,unknown,3,1200.00,11605.95,7363.50,867.16,"Estimated:R$1200.00; YSH Internal:R$9284.54; YSH B2C:R$11605.95"
NEOSOLARCHARGERS23761,componentes,unknown,3,1200.00,11601.99,7361.26,866.83,"Estimated:R$1200.00; YSH Internal:R$9281.80; YSH B2C:R$11601.99"
IBT00002,componentes,unknown,3,1200.00,11572.00,7343.15,864.33,"Estimated:R$1200.00; YSH Internal:R$9257.45; YSH B2C:R$11572.00"
FOTUSKP02960KWPCERAMICOKITS,kits,unknown,3,4485.84,43225.00,17772.61,863.59,"YSH Internal:R$4485.84; YSH B2C:R$5606.99; Estimated:R$43225.00"
NEOSOLARCHARGERS24718,componentes,unknown,3,1200.00,11501.99,7301.22,858.50,"Estimated:R$1200.00; YSH Internal:R$9201.67; YSH B2C:R$11501.99"
IIN00239,componentes,unknown,3,1200.00,11480.95,7288.46,856.75,"Estimated:R$1200.00; YSH Internal:R$9184.44; YSH B2C:R$11480.95"
IIN00195,componentes,unknown,3,1200.00,11476.99,7286.27,856.42,"Estimated:R$1200.00; YSH Internal:R$9181.82; YSH B2C:R$11476.99"
ILS00012,componentes,unknown,3,1200.00,11407.95,7244.70,850.66,"Estimated:R$1200.00; YSH Internal:R$9126.15; YSH B2C:R$11407.95"
NEOSOLARCONTROLLERS21564,componentes,unknown,3,1200.00,11378.95,7227.31,848.25,"Estimated:R$1200.00; YSH Internal:R$9102.97; YSH B2C:R$11378.95"
NEOSOLARCONTROLLERS24349,componentes,unknown,3,1200.00,11377.95,7226.70,848.16,"Estimated:R$1200.00; YSH Internal:R$9102.14; YSH B2C:R$11377.95"
NEOSOLARCHARGERS25023,componentes,unknown,3,1200.00,11349.99,7210.04,845.83,"Estimated:R$1200.00; YSH Internal:R$9080.13; YSH B2C:R$11349.99"
NEOSOLARPOSTS23327,componentes,unknown,3,1200.00,11336.00,7201.54,844.67,"Estimated:R$1200.00; YSH Internal:R$9068.61; YSH B2C:R$11336.00"
IIN00256,componentes,unknown,3,1200.00,11301.99,7181.22,841.83,"Estimated:R$1200.00; YSH Internal:R$9041.68; YSH B2C:R$11301.99"
IIN00311,componentes,unknown,3,1200.00,11288.99,7173.47,840.75,"Estimated:R$1200.00; YSH Internal:R$9031.43; YSH B2C:R$11288.99"
IIN00182,componentes,unknown,3,1200.00,11287.49,7172.47,840.62,"Estimated:R$1200.00; YSH Internal:R$9029.93; YSH B2C:R$11287.49"
ODEXODEXINVCHINT5000W,componentes,unknown,3,698.67,6500.00,2690.55,830.34,"YSH Internal:R$698.67; YSH B2C:R$872.99; Estimated:R$6500.00"
192068,componentes,unknown,3,1200.00,11135.49,7081.29,827.96,"Estimated:R$1200.00; YSH Internal:R$8908.39; YSH B2C:R$11135.49"
FOTUSKP03710KWPMINITRILHOKITS,kits,unknown,3,3448.63,31975.00,13244.88,827.18,"YSH Internal:R$3448.63; YSH B2C:R$4311.00; Estimated:R$31975.00"
ILS00003,componentes,unknown,3,1200.00,11112.99,7067.82,826.08,"Estimated:R$1200.00; YSH Internal:R$8890.48; YSH B2C:R$11112.99"
NEOSOLARCHARGERS24716,componentes,unknown,3,1200.00,11050.99,7030.68,820.92,"Estimated:R$1200.00; YSH Internal:R$8841.05; YSH B2C:R$11050.99"
ODEXODEXINVGROWATT100000W,componentes,unknown,3,1525.29,14016.63,5816.29,818.95,"YSH Internal:R$1525.29; YSH B2C:R$1906.95; N/A:R$14016.63"
NEOSOLARCHARGERS20859,componentes,unknown,3,1200.00,11006.95,7004.07,817.25,"Estimated:R$1200.00; YSH Internal:R$8805.26; YSH B2C:R$11006.95"
LONGI585W,componentes,unknown,3,1200.00,10992.99,6995.87,816.08,"Estimated:R$1200.00; YSH Internal:R$8794.61; YSH B2C:R$10992.99"
NEOSOLARCHARGERS20870,componentes,unknown,3,1200.00,10989.99,6994.02,815.83,"Estimated:R$1200.00; YSH Internal:R$8792.06; YSH B2C:R$10989.99"
NEOSOLARCONTROLLERS20134,componentes,unknown,3,1200.00,10982.95,6989.65,815.25,"Estimated:R$1200.00; YSH Internal:R$8786.01; YSH B2C:R$10982.95"
NEOSOLARKITS25164,kits,unknown,3,273.16,2500.00,1038.22,815.21,"YSH Internal:R$273.16; YSH B2C:R$341.49; Estimated:R$2500.00"
FOTUSKP04960KWPMINITRILHOKITSHIBRIDOS,kits,unknown,3,5670.18,51870.00,21542.71,814.79,"YSH Internal:R$5670.18; YSH B2C:R$7087.95; Estimated:R$51870.00"
FOTUSKP04960KWPFIBROCIMENTOKITSHIBRIDOS,kits,unknown,3,5678.11,51870.00,21548.69,813.51,"YSH Internal:R$5678.11; YSH B2C:R$7097.95; Estimated:R$51870.00"
NEOSOLARCHARGERS25025,componentes,unknown,3,1200.00,10959.95,6975.87,813.33,"Estimated:R$1200.00; YSH Internal:R$8767.66; YSH B2C:R$10959.95"
SKU29180829180817458456460969248,componentes,unknown,3,1200.00,10932.00,6959.15,811.00,"Estimated:R$1200.00; YSH Internal:R$8745.46; YSH B2C:R$10932.00"
IIN00196,componentes,unknown,3,1200.00,10926.99,6956.20,810.58,"Estimated:R$1200.00; YSH Internal:R$8741.61; YSH B2C:R$10926.99"
IIN00237,componentes,unknown,3,1200.00,10916.00,6949.58,809.67,"Estimated:R$1200.00; YSH Internal:R$8732.74; YSH B2C:R$10916.00"
IMAGE,componentes,HANERSUN,3,1200.00,10899.99,6940.04,808.33,"Estimated:R$1200.00; YSH Internal:R$8720.13; YSH B2C:R$10899.99"
SUNGROWSG75CXLV,componentes,unknown,3,1200.00,10884.99,6931.05,807.08,"Estimated:R$1200.00; YSH Internal:R$8708.17; YSH B2C:R$10884.99"
IIN00211,componentes,unknown,3,1200.00,10862.00,6917.15,805.17,"Estimated:R$1200.00; YSH Internal:R$8689.46; YSH B2C:R$10862.00"
NEOSOLARCONTROLLERS20109,componentes,unknown,3,1200.00,10805.95,6883.47,800.50,"Estimated:R$1200.00; YSH Internal:R$8644.45; YSH B2C:R$10805.95"
NEOSOLARCHARGERS25012,componentes,unknown,3,1200.00,10776.95,6866.10,798.08,"Estimated:R$1200.00; YSH Internal:R$8621.36; YSH B2C:R$10776.95"
FOTUSKP04399KWPCERAMICOKITS,kits,unknown,3,2003.47,17980.00,7495.82,797.44,"YSH Internal:R$2003.47; YSH B2C:R$2503.99; Estimated:R$17980.00"
ILS00009,componentes,unknown,3,1200.00,10766.00,6859.57,797.17,"Estimated:R$1200.00; YSH Internal:R$8612.71; YSH B2C:R$10766.00"
NEOSOLARCHARGERS26361,componentes,unknown,3,1200.00,10669.99,6802.00,789.17,"Estimated:R$1200.00; YSH Internal:R$8536.02; YSH B2C:R$10669.99"
ILS00010,componentes,unknown,3,1200.00,10652.95,6791.68,787.75,"Estimated:R$1200.00; YSH Internal:R$8522.10; YSH B2C:R$10652.95"
NEOSOLARCHARGERS24714,componentes,unknown,3,1200.00,10560.95,6736.51,780.08,"Estimated:R$1200.00; YSH Internal:R$8448.57; YSH B2C:R$10560.95"
FOTUSKP04399KWPMINITRILHOKITS,kits,unknown,3,2045.92,17980.00,7527.80,778.82,"YSH Internal:R$2045.92; YSH B2C:R$2557.49; Estimated:R$17980.00"
SKU210836210836117458977870704374,componentes,unknown,3,1200.00,10527.95,6716.65,777.33,"Estimated:R$1200.00; YSH Internal:R$8422.01; YSH B2C:R$10527.95"
FOTUSKP04855KWPMINITRILHOKITS,kits,unknown,3,4396.61,38500.00,16130.87,775.67,"YSH Internal:R$4396.61; YSH B2C:R$5496.00; Estimated:R$38500.00"
IMO00093,componentes,unknown,3,138.65,1200.00,503.88,765.49,"YSH Internal:R$138.65; YSH B2C:R$172.99; Estimated:R$1200.00"
NEOSOLARCONTROLLERS21709,componentes,unknown,3,1200.00,10380.99,6628.67,765.08,"Estimated:R$1200.00; YSH Internal:R$8305.03; YSH B2C:R$10380.99"
GOODWEGW30KSDTC30AFCIIMAGE,componentes,GOODWE,3,2763.44,23850.00,10022.48,763.05,"YSH Internal:R$2763.44; YSH B2C:R$3453.99; Estimated:R$23850.00"
IIN00366,componentes,unknown,3,1200.00,10344.95,6606.87,762.08,"Estimated:R$1200.00; YSH Internal:R$8275.65; YSH B2C:R$10344.95"
ODEXODEXINVSAJ15000W,componentes,unknown,3,1384.25,11890.00,5001.41,758.95,"YSH Internal:R$1384.25; YSH B2C:R$1729.99; Estimated:R$11890.00"
SKU31166831166817458944783606561,componentes,unknown,3,1200.00,10305.95,6583.51,758.83,"Estimated:R$1200.00; YSH Internal:R$8244.58; YSH B2C:R$10305.95"
IIN00224,componentes,unknown,3,1200.00,10283.99,6570.44,757.00,"Estimated:R$1200.00; YSH Internal:R$8227.34; YSH B2C:R$10283.99"
FOTUSKP041482KWPMINITRILHOKITS,kits,unknown,3,7798.83,66715.00,28087.59,755.45,"YSH Internal:R$7798.83; YSH B2C:R$9748.95; Estimated:R$66715.00"
IIN00288,componentes,unknown,3,1200.00,10200.00,6519.98,750.00,"Estimated:R$1200.00; YSH Internal:R$8159.94; YSH B2C:R$10200.00"
IIN00259,componentes,unknown,3,1200.00,10199.95,6519.90,750.00,"Estimated:R$1200.00; YSH Internal:R$8159.75; YSH B2C:R$10199.95"
FOTUSKP021704KWPMINITRILHOKITS,kits,unknown,3,9050.68,76705.00,32356.22,747.51,"YSH Internal:R$9050.68; YSH B2C:R$11312.99; Estimated:R$76705.00"
IEF00132,componentes,unknown,3,1200.00,10162.49,6497.47,746.87,"Estimated:R$1200.00; YSH Internal:R$8129.93; YSH B2C:R$10162.49"
FOTUSKP041254KWPFIBROCIMENTOKITS,kits,unknown,3,6679.79,56455.00,23828.25,745.16,"YSH Internal:R$6679.79; YSH B2C:R$8349.95; Estimated:R$56455.00"
FOTUSKP021136KWPMINITRILHOKITS,kits,unknown,3,6058.32,51145.00,21592.11,744.21,"YSH Internal:R$6058.32; YSH B2C:R$7573.00; Estimated:R$51145.00"
NEOSOLARPOSTS24174,componentes,unknown,3,1200.00,10107.99,6464.83,742.33,"Estimated:R$1200.00; YSH Internal:R$8086.49; YSH B2C:R$10107.99"
IIN00257,componentes,unknown,3,1200.00,10106.99,6464.24,742.25,"Estimated:R$1200.00; YSH Internal:R$8085.74; YSH B2C:R$10106.99"
HUAWEISUN200010KLC0AFCIIMAGEPRODUCT600386,componentes,HUAWEI,3,2476.73,20833.33,8802.02,741.16,"YSH Internal:R$2476.73; YSH B2C:R$3096.00; N/A:R$20833.33"
IIN00215,componentes,unknown,3,1200.00,10091.00,6454.55,740.92,"Estimated:R$1200.00; YSH Internal:R$8072.64; YSH B2C:R$10091.00"
NEOSOLARCONTROLLERS20132,componentes,unknown,3,1200.00,10084.00,6450.36,740.33,"Estimated:R$1200.00; YSH Internal:R$8067.07; YSH B2C:R$10084.00"
DISPOSITIVODEDESCONEXAOIQRELAYLNBR,componentes,Unknown,3,1200.00,10073.95,6444.30,739.50,"Estimated:R$1200.00; YSH Internal:R$8058.94; YSH B2C:R$10073.95"
IMAGEPRODUCT559381,componentes,OSDA,3,1200.00,10039.99,6424.09,736.67,"Estimated:R$1200.00; YSH Internal:R$8032.27; YSH B2C:R$10039.99"
NEOSOLARCHARGERS21295,componentes,unknown,3,1200.00,10005.00,6402.96,733.75,"Estimated:R$1200.00; YSH Internal:R$8003.89; YSH B2C:R$10005.00"
NEOSOLARCONTROLLERS20080,componentes,unknown,3,1200.00,9986.49,6391.90,732.21,"Estimated:R$1200.00; YSH Internal:R$7989.20; YSH B2C:R$9986.49"
SOFAR5KTLMG3AFCIIMAGEPRODUCT600369,componentes,SOFAR,3,682.19,5655.00,2396.71,728.95,"YSH Internal:R$682.19; YSH B2C:R$852.95; Estimated:R$5655.00"
NEOSOLARCHARGERS24473,componentes,unknown,3,1200.00,9925.95,6355.46,727.16,"Estimated:R$1200.00; YSH Internal:R$7940.44; YSH B2C:R$9925.95"
NEOSOLARSTATIONS23505,componentes,unknown,3,1200.00,9882.99,6329.82,723.58,"Estimated:R$1200.00; YSH Internal:R$7906.46; YSH B2C:R$9882.99"
IIN00368,componentes,unknown,3,1200.00,9877.49,6326.49,723.12,"Estimated:R$1200.00; YSH Internal:R$7901.99; YSH B2C:R$9877.49"
FOTUSKP041311KWPCERAMICOKITS,kits,unknown,3,7185.02,59020.00,25062.00,721.43,"YSH Internal:R$7185.02; YSH B2C:R$8980.99; Estimated:R$59020.00"
FOTUSKP021278KWPMINITRILHOKITS,kits,unknown,3,7014.59,57535.00,24439.19,720.22,"YSH Internal:R$7014.59; YSH B2C:R$8767.99; Estimated:R$57535.00"
IMAGEPRODUCT450094,componentes,unknown,3,1200.00,9836.00,6301.55,719.67,"Estimated:R$1200.00; YSH Internal:R$7868.66; YSH B2C:R$9836.00"
PERFILREFORC3A7ADOSMART240,componentes,Unknown,3,1200.00,9819.49,6291.69,718.29,"Estimated:R$1200.00; YSH Internal:R$7855.57; YSH B2C:R$9819.49"
NEOSOLARCHARGERS20873,componentes,unknown,3,1200.00,9783.99,6270.48,715.33,"Estimated:R$1200.00; YSH Internal:R$7827.46; YSH B2C:R$9783.99"
ODEXODEXINVSAJ25000W,componentes,unknown,3,2267.76,18450.00,7850.90,713.58,"YSH Internal:R$2267.76; YSH B2C:R$2834.95; Estimated:R$18450.00"
SKU19935119935117459269345762408,componentes,unknown,3,1200.00,9736.95,6242.08,711.41,"Estimated:R$1200.00; YSH Internal:R$7789.28; YSH B2C:R$9736.95"
NEOSOLARCONTROLLERS20085,componentes,unknown,3,1200.00,9731.99,6239.28,711.00,"Estimated:R$1200.00; YSH Internal:R$7785.86; YSH B2C:R$9731.99"
NEOSOLARCONTROLLERS23355,componentes,unknown,3,1200.00,9700.99,6220.65,708.42,"Estimated:R$1200.00; YSH Internal:R$7760.96; YSH B2C:R$9700.99"
ODEXODEXINVSAJ17000W,componentes,unknown,3,1634.43,13202.00,5626.47,707.74,"YSH Internal:R$1634.43; YSH B2C:R$2042.99; Estimated:R$13202.00"
ODEXODEXPAINELODEX660W,paineis,unknown,3,375.50,3028.00,1290.83,706.39,"YSH Internal:R$375.50; YSH B2C:R$468.99; Estimated:R$3028.00"
NEOSOLARCONTROLLERS20131,componentes,unknown,3,1200.00,9668.99,6201.47,705.75,"Estimated:R$1200.00; YSH Internal:R$7735.43; YSH B2C:R$9668.99"
NEOSOLARCHARGERS26901,componentes,unknown,3,1200.00,9657.99,6194.83,704.83,"Estimated:R$1200.00; YSH Internal:R$7726.50; YSH B2C:R$9657.99"
SUNGROWSG40RS220V2MPPT,componentes,Sungrow,3,1200.00,9643.95,6186.29,703.66,"Estimated:R$1200.00; YSH Internal:R$7714.91; YSH B2C:R$9643.95"
FOTUSKP04240KWPCERAMICOKITSHIBRIDOS,kits,unknown,3,1616.43,12990.00,5542.46,703.62,"YSH Internal:R$1616.43; YSH B2C:R$2020.95; Estimated:R$12990.00"
IMAGEPRODUCT052123,componentes,unknown,3,180.00,1417.99,910.89,687.77,"Estimated:R$180.00; YSH Internal:R$1134.67; YSH B2C:R$1417.99"
IIN00383,componentes,unknown,3,1200.00,9430.99,6058.66,685.92,"Estimated:R$1200.00; YSH Internal:R$7544.99; YSH B2C:R$9430.99"
ITF00002,componentes,unknown,3,1200.00,9413.00,6047.79,684.42,"Estimated:R$1200.00; YSH Internal:R$7530.37; YSH B2C:R$9413.00"
IIN00341,componentes,unknown,3,1200.00,9397.99,6038.86,683.17,"Estimated:R$1200.00; YSH Internal:R$7518.60; YSH B2C:R$9397.99"
IEF00144,componentes,unknown,3,1200.00,9395.99,6037.69,683.00,"Estimated:R$1200.00; YSH Internal:R$7517.09; YSH B2C:R$9395.99"
IIN00225,componentes,unknown,3,1200.00,9354.49,6012.68,679.54,"Estimated:R$1200.00; YSH Internal:R$7483.56; YSH B2C:R$9354.49"
NEOSOLARCHARGERS24606,componentes,unknown,3,1200.00,9336.00,6001.60,678.00,"Estimated:R$1200.00; YSH Internal:R$7468.79; YSH B2C:R$9336.00"
IIN00335,componentes,unknown,3,1200.00,9294.99,5977.09,674.58,"Estimated:R$1200.00; YSH Internal:R$7436.29; YSH B2C:R$9294.99"
NEOSOLARCHARGERS24713,componentes,unknown,3,1200.00,9271.99,5963.29,672.67,"Estimated:R$1200.00; YSH Internal:R$7417.89; YSH B2C:R$9271.99"
RISEN700W,componentes,unknown,3,1200.00,9236.49,5941.88,669.71,"Estimated:R$1200.00; YSH Internal:R$7389.15; YSH B2C:R$9236.49"
NEOSOLARCABLES20137,componentes,unknown,3,180.00,1384.95,890.90,669.42,"Estimated:R$180.00; YSH Internal:R$1107.75; YSH B2C:R$1384.95"
IIN00158,componentes,unknown,3,1200.00,9230.49,5938.29,669.21,"Estimated:R$1200.00; YSH Internal:R$7384.39; YSH B2C:R$9230.49"
IIN00340,componentes,unknown,3,1200.00,9225.00,5934.94,668.75,"Estimated:R$1200.00; YSH Internal:R$7379.83; YSH B2C:R$9225.00"
IIN00349,componentes,unknown,3,1200.00,9221.99,5933.20,668.50,"Estimated:R$1200.00; YSH Internal:R$7377.61; YSH B2C:R$9221.99"
IEF00040,componentes,unknown,3,1200.00,9210.00,5925.97,667.50,"Estimated:R$1200.00; YSH Internal:R$7367.90; YSH B2C:R$9210.00"
ICA00011,componentes,unknown,3,1200.00,9194.00,5916.38,666.17,"Estimated:R$1200.00; YSH Internal:R$7355.14; YSH B2C:R$9194.00"
GROWATTMIC3000TLX2220V1MPPT,componentes,Growatt,3,1200.00,9161.99,5897.26,663.50,"Estimated:R$1200.00; YSH Internal:R$7329.78; YSH B2C:R$9161.99"
SUNGROWSG30RS220V1MPPT,componentes,unknown,3,1200.00,9147.95,5888.71,662.33,"Estimated:R$1200.00; YSH Internal:R$7318.17; YSH B2C:R$9147.95"
IIN00319,componentes,unknown,3,1200.00,9132.99,5879.89,661.08,"Estimated:R$1200.00; YSH Internal:R$7306.69; YSH B2C:R$9132.99"
FOTUSKP04240KWPMINITRILHOKITS,kits,unknown,3,1426.59,10825.00,4678.19,658.80,"YSH Internal:R$1426.59; YSH B2C:R$1782.99; Estimated:R$10825.00"
300585,componentes,unknown,3,1200.00,9102.00,5861.19,658.50,"Estimated:R$1200.00; YSH Internal:R$7281.58; YSH B2C:R$9102.00"
IIN00238,componentes,unknown,3,1200.00,9067.95,5840.68,655.66,"Estimated:R$1200.00; YSH Internal:R$7254.08; YSH B2C:R$9067.95"
IIN00169,componentes,unknown,3,1200.00,9026.99,5816.29,652.25,"Estimated:R$1200.00; YSH Internal:R$7221.89; YSH B2C:R$9026.99"
NEOSOLARSTATIONS27352,componentes,unknown,3,1200.00,9017.00,5810.14,651.42,"Estimated:R$1200.00; YSH Internal:R$7213.43; YSH B2C:R$9017.00"
NEOSOLARKITS27296,kits,unknown,3,333.72,2500.00,1083.57,649.13,"YSH Internal:R$333.72; YSH B2C:R$416.99; Estimated:R$2500.00"
IIN00342201,componentes,unknown,3,1200.00,8979.99,5788.05,648.33,"Estimated:R$1200.00; YSH Internal:R$7184.17; YSH B2C:R$8979.99"
NEOSOLARSTATIONS20078,componentes,unknown,3,1200.00,8977.99,5786.83,648.17,"Estimated:R$1200.00; YSH Internal:R$7182.51; YSH B2C:R$8977.99"
SKU280440280440117460389183888406,componentes,unknown,3,1200.00,8947.00,5768.14,645.58,"Estimated:R$1200.00; YSH Internal:R$7157.41; YSH B2C:R$8947.00"
IIN00303,componentes,unknown,3,1200.00,8917.95,5750.67,643.16,"Estimated:R$1200.00; YSH Internal:R$7134.07; YSH B2C:R$8917.95"
IIN00344,componentes,unknown,3,1200.00,8915.00,5748.98,642.92,"Estimated:R$1200.00; YSH Internal:R$7131.93; YSH B2C:R$8915.00"
NEOSOLARCONTROLLERS20112,componentes,unknown,3,1200.00,8901.95,5741.11,641.83,"Estimated:R$1200.00; YSH Internal:R$7121.39; YSH B2C:R$8901.95"
IIN00343,componentes,unknown,3,1200.00,8876.99,5726.29,639.75,"Estimated:R$1200.00; YSH Internal:R$7101.87; YSH B2C:R$8876.99"
NEOSOLARCHARGERS24468,componentes,unknown,3,1200.00,8839.00,5703.36,636.58,"Estimated:R$1200.00; YSH Internal:R$7071.07; YSH B2C:R$8839.00"
FOTUSKP04840KWPMINITRILHOKITSHIBRIDOS,kits,unknown,3,6167.10,45390.00,19755.37,636.00,"YSH Internal:R$6167.10; YSH B2C:R$7709.00; Estimated:R$45390.00"
IIN00379,componentes,unknown,3,1200.00,8829.00,5697.36,635.75,"Estimated:R$1200.00; YSH Internal:R$7063.09; YSH B2C:R$8829.00"
NEOSOLARCABLES20369,componentes,unknown,3,180.00,1322.95,853.66,634.97,"Estimated:R$180.00; YSH Internal:R$1058.02; YSH B2C:R$1322.95"
IIN00337,componentes,unknown,3,1200.00,8815.95,5689.47,634.66,"Estimated:R$1200.00; YSH Internal:R$7052.47; YSH B2C:R$8815.95"
IIN00291,componentes,unknown,3,1200.00,8805.99,5683.63,633.83,"Estimated:R$1200.00; YSH Internal:R$7044.89; YSH B2C:R$8805.99"
HANERSUNHN18N72HIMAGEPRODUCT559375,componentes,HANERSUN,3,1200.00,8784.95,5670.88,632.08,"Estimated:R$1200.00; YSH Internal:R$7027.69; YSH B2C:R$8784.95"
FOTUSKP021065KWPMINITRILHOKITS,kits,unknown,3,6557.72,47950.00,20901.57,631.20,"YSH Internal:R$6557.72; YSH B2C:R$8196.99; Estimated:R$47950.00"
IEF00163,componentes,unknown,3,1200.00,8748.49,5649.07,629.04,"Estimated:R$1200.00; YSH Internal:R$6998.72; YSH B2C:R$8748.49"
ITR00085,componentes,unknown,3,1200.00,8721.99,5633.22,626.83,"Estimated:R$1200.00; YSH Internal:R$6977.66; YSH B2C:R$8721.99"
ICV0000320CARREGADOR20VEICULAR20FOXESS20A7300P1E220207320KW,componentes,unknown,3,1200.00,8670.00,5601.96,622.50,"Estimated:R$1200.00; YSH Internal:R$6935.89; YSH B2C:R$8670.00"
NEOSOLARCONTROLLERS22724,componentes,unknown,3,1200.00,8664.99,5599.09,622.08,"Estimated:R$1200.00; YSH Internal:R$6932.28; YSH B2C:R$8664.99"
IMAGEPRODUCT450123,componentes,unknown,3,1200.00,8637.00,5582.20,619.75,"Estimated:R$1200.00; YSH Internal:R$6909.59; YSH B2C:R$8637.00"
IIN00210,componentes,unknown,3,1200.00,8600.95,5560.50,616.75,"Estimated:R$1200.00; YSH Internal:R$6880.54; YSH B2C:R$8600.95"
NEOSOLARCHARGERS20871,componentes,unknown,3,1200.00,8550.00,5529.97,612.50,"Estimated:R$1200.00; YSH Internal:R$6839.92; YSH B2C:R$8550.00"
FOTUSKP04600KWPMINITRILHOKITSHIBRIDOS,kits,unknown,3,4552.41,32430.00,14224.45,612.37,"YSH Internal:R$4552.41; YSH B2C:R$5690.95; Estimated:R$32430.00"
NEOSOLARCHARGERS20034,componentes,unknown,3,1200.00,8546.99,5528.29,612.25,"Estimated:R$1200.00; YSH Internal:R$6837.89; YSH B2C:R$8546.99"
FOTUSKP04912KWPMINITRILHOKITS,kits,unknown,3,5830.37,41065.00,18061.12,604.33,"YSH Internal:R$5830.37; YSH B2C:R$7288.00; Estimated:R$41065.00"
IIN00263,componentes,unknown,3,1200.00,8428.95,5457.28,602.41,"Estimated:R$1200.00; YSH Internal:R$6742.89; YSH B2C:R$8428.95"
NEOSOLARCONTROLLERS24166,componentes,unknown,3,1200.00,8364.95,5418.88,597.08,"Estimated:R$1200.00; YSH Internal:R$6691.68; YSH B2C:R$8364.95"
FOTUSKP04969KWPMINITRILHOKITS,kits,unknown,3,6272.47,43630.00,19247.81,595.58,"YSH Internal:R$6272.47; YSH B2C:R$7840.95; Estimated:R$43630.00"
NEOSOLARCONTROLLERS20358,componentes,unknown,3,1200.00,8344.00,5406.38,595.33,"Estimated:R$1200.00; YSH Internal:R$6675.13; YSH B2C:R$8344.00"
FOTUSKP04570KWPFIBROCIMENTOKITS,kits,unknown,3,3710.74,25675.00,11341.41,591.91,"YSH Internal:R$3710.74; YSH B2C:R$4638.49; Estimated:R$25675.00"
NEOSOLARCHARGERS22154,componentes,unknown,3,1200.00,8287.95,5372.68,590.66,"Estimated:R$1200.00; YSH Internal:R$6630.09; YSH B2C:R$8287.95"
IMAGEPRODUCT450114,componentes,unknown,3,1200.00,8283.95,5370.30,590.33,"Estimated:R$1200.00; YSH Internal:R$6626.96; YSH B2C:R$8283.95"
NEOSOLARCHARGERS20862,componentes,unknown,3,1200.00,8267.49,5360.48,588.96,"Estimated:R$1200.00; YSH Internal:R$6613.96; YSH B2C:R$8267.49"
IIN00251,componentes,unknown,3,1200.00,8255.00,5352.97,587.92,"Estimated:R$1200.00; YSH Internal:R$6603.90; YSH B2C:R$8255.00"
NEOSOLARCHARGERS20863,componentes,unknown,3,1200.00,8247.99,5348.80,587.33,"Estimated:R$1200.00; YSH Internal:R$6598.41; YSH B2C:R$8247.99"
FOTUSKP031136KWPCERAMICOKITS,kits,unknown,3,7451.77,51145.00,22637.24,586.35,"YSH Internal:R$7451.77; YSH B2C:R$9314.95; Estimated:R$51145.00"
