SKU,Categoria,Custo,Preco_Final,Markup_Base_%,Ajuste_%,Markup_Final_%,Margem_Bruta_%,Margem_Liquida_%,Cenario,Canal,Desconto_Canal,Charm_Pricing,Confianca,Ajuste_Tempo,Ajuste_Estoque,Ajuste_Competicao,Ajuste_Segmento,Ajuste_Urgencia,Total_Ajustes
GOODWEGW250KHTIMAGEPRODUCT600142,componentes,2601.04,3250.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
GOODWEGW250KHUTIMAGEPRODUCT600344,componentes,6520.85,8150.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
GOODWEGW250KNHTIMAGE,componentes,6720.45,8400.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
GOODWEGW110KHTIMAGEPRODUCT600023,componentes,5441.22,6801.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
GOODWEGW100KHTIMAGEPRODUCT600066,componentes,4522.64,5652.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
GOODWEGW100KGTAFCIIMAGEPRODUCT600342,componentes,2686.59,3357.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
GOODWEGW100KHTIMAGEPRODUCT600126,componentes,6747.29,8433.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
GOODWEGW75KSMTAFCIIMAGEPRODUCT600328,componentes,571.42,713.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
GOODWEGW73KLVHTAFCIIMAGE,componentes,4113.81,5141.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
DEYESUN75KG01P3LVIMAGE,componentes,4849.53,6062.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
GOODWEGW60KSMTAFCIIMAGE,componentes,3073.39,3841.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
GOODWEGW60KSMTIMAGE,componentes,8139.94,10175.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
GOODWEGW50KSMTAFCIIMAGE,componentes,3493.96,4367.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
GOODWEGW37K5SDTBR30AFCIIMAGEPRODUCT600350,componentes,171.75,214.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
GOODWEGW36KMTAFCIIMAGE,componentes,8838.80,11048.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
GOODWEGW35KLSMTAFCIIMAGE,componentes,331.17,414.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
GOODWEGW35KLSMTIMAGEPRODUCT600109,componentes,291.07,364.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
DEYESUN35KG02LVIMAGE,componentes,1276.62,1596.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
GOODWEGW30KSDTC30AFCIIMAGE,componentes,2763.44,3453.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
GOODWEGW30KLSMTAFCIREDIMAGEPRODUCT600483,componentes,2381.96,2977.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
GOODWEGW30KLSMTAFCIIMAGEPRODUCT600268,componentes,8221.72,10276.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
GOODWEGW30KETAFCIIMAGEPRODUCT600150,componentes,9263.32,11578.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
HUAWEISUN200010KLC0AFCIIMAGEPRODUCT600386,componentes,2476.73,3096.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
HUAWEISUN200012KMB0AFCIIMAGEPRODUCT600387,componentes,1371.28,1713.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
HUAWEISUN200015KMB0AFCIIMAGEPRODUCT600388,componentes,5309.36,6636.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
HUAWEISUN20003KTLL1AFCIIMAGEPRODUCT600382,componentes,8383.76,10479.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
HUAWEISUN20004KTLL1AFCIIMAGEPRODUCT600423,componentes,8394.76,10493.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
GOODWEGW25KSDTP31AFCICRSDIMAGEPRODUCT600452,componentes,4248.53,5310.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
GOODWEGW25KSDTP31AFCIIMAGEPRODUCT600404,componentes,4004.87,5005.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
SOFAR25KTLXG3LVAFCIIMAGEPRODUCT600381,componentes,3838.79,4798.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
DEYESUN25KG02LVIMAGE,componentes,8841.59,11052.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
GOODWEGW23KLVSDTBR30AFCIIMAGEPRODUCT600352,componentes,6368.24,7959.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXINVSAJ25000W,componentes,2267.76,2834.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
GOODWEGW20KLVMTAFCIIMAGE,componentes,700.74,876.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
GOODWEGW20KETAFCIIMAGEPRODUCT600149,componentes,8207.47,10258.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
GOODWEGW20KSDT31AFCICRSDIMAGEPRODUCT600453,componentes,8819.02,11024.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXINVSAJ20000W,componentes,8414.67,10517.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
GOODWEGW17KLVSDTC30AFCIIMAGEPRODUCT600275,componentes,6765.22,8456.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
GROWATTMAC36KTL3XLAFCIIMAGEPRODUCT600303,componentes,4858.46,6072.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
GROWATTMAX50KTL3XL2AFCIIMAGEPRODUCT600305,componentes,7887.34,9858.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
GROWATTMAX50KTL3XL2IMAGE,componentes,6363.69,7954.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
GROWATTMAX60KTL3XL2IMAGE,componentes,4879.68,6099.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
GROWATTMID20KTL3XL2AFCIIMAGEPRODUCT600308,componentes,630.93,788.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
GROWATTMID50KTL3X2AFCIIMAGEPRODUCT600314,componentes,385.13,481.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXINVGROWATT100000W,componentes,1525.29,1906.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXINVGROWATT10000W1,componentes,6768.98,8460.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXINVGROWATT10000W,componentes,5976.33,7470.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXINVGROWATT125000W,componentes,8632.88,10790.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXINVGROWATT15000W,componentes,8056.31,10069.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXINVGROWATT20000W,componentes,930.26,1163.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXINVGROWATT25000W,componentes,9792.51,12240.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXINVGROWATT3000W1,componentes,3471.55,4339.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXINVGROWATT3000W,componentes,6720.30,8399.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXINVGROWATT3300W,componentes,1232.90,1540.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXINVGROWATT4000W,componentes,7450.66,9312.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXINVGROWATT50000W,componentes,7609.52,9512.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXINVGROWATT5000W,componentes,5158.90,6448.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXINVGROWATT6000W1,componentes,465.94,582.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXINVGROWATT6000W,componentes,7010.83,8763.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXINVGROWATT75000W,componentes,6243.35,7803.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXINVGROWATT8000W1,componentes,2572.09,3214.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXINVGROWATT8000W,componentes,9497.75,11871.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXINVSAJ17000W,componentes,1634.43,2042.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
GOODWEGW15KLVMTIMAGE,componentes,9334.34,11668.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
GOODWEGW15KETAFCIIMAGEPRODUCT600348,componentes,4722.26,5903.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXINVSAJ15000W,componentes,1384.25,1729.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
GOODWEGW12KLVMTIMAGE,componentes,9085.39,11356.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
GOODWEGW12KLVSDTC30AFCIIMAGE,componentes,3711.99,4640.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
GOODWEGW12KLETAFCIIMAGEPRODUCT600363,componentes,2698.52,3372.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
GOODWEGW12KLVSDTC31AFCIIMAGEPRODUCT600400,componentes,5486.51,6857.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXINVCHINT10000W,componentes,5119.99,6400.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXINVSOLAX10000W,componentes,8866.45,11082.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXINVSAJ12000W,componentes,3781.30,4726.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
GOODWEGW10KMS3020AAFCIIMAGE,componentes,8453.90,10566.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
GOODWEGW10KBTIMAGE,componentes,4272.66,5341.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
GOODWEGW10KMSG40AFCICRSDIMAGEPRODUCT600398,componentes,9615.83,12020.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
GOODWEGW10KMSG40AFCIIMAGEPRODUCT600463,componentes,8199.10,10249.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXINVCHINT8000W,componentes,8000.71,10001.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXINVSOLAX8000W,componentes,3307.61,4134.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXINVSAJ10000W,componentes,8668.12,10834.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
DEYESUN8KGIMAGE,componentes,7662.80,9578.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXINVDEYE8000W,componentes,1969.02,2460.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXINVSAJ8000W,componentes,1129.47,1412.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXINVCHINT5000W,componentes,698.67,872.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXINVSOLAX5000W,componentes,6907.67,8634.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXINVSOFAR6000W,componentes,9021.56,11277.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXINVDEYE6000W,componentes,5527.67,6909.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXINVSAJ6000W,componentes,585.18,731.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXINVSOFAR5000W,componentes,3109.58,3887.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
SOFAR5KTLMG3AFCIIMAGEPRODUCT600369,componentes,682.19,852.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
DEYESUN5KGIMAGE,componentes,5879.15,7349.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXINVDEYE5000W,componentes,4805.75,6006.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXINVSAJ5000W,componentes,4277.64,5346.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXINVCHINT3000W,componentes,6205.85,7756.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXINVSAJ4200W,componentes,7522.81,9403.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
IMAGEPRODUCT000607,componentes,3209.89,4011.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
IMAGEPRODUCT000612,componentes,6897.92,8621.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
IMAGEPRODUCT850004,componentes,1004.43,1255.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXINVSOFAR3300W,componentes,3047.92,3810.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXINVSAJ3000W,componentes,9994.34,12493.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXINVDEYE2400W,componentes,2380.93,2975.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXPAINELODEX700W,paineis,7348.45,9185.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXPAINELODEX660W,paineis,375.50,468.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXPAINELJINKO615W,paineis,6225.23,7781.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXPAINELJINKO610W,paineis,1480.13,1849.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXPAINELODEX610W,paineis,882.51,1102.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXPAINELASTRONERGY600W,paineis,1499.08,1874.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXPAINELODEX600W,paineis,7204.61,9006.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXPAINELODEX585W,paineis,1886.89,2358.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXPAINELTSUN560W,paineis,7481.45,9352.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXINVDEYE1200W,componentes,1529.83,1911.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXINVDEYE800W,componentes,7894.73,9868.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
112369,componentes,9091.03,11364.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
135720,componentes,566.63,707.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
145763,componentes,3750.85,4688.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
152147,componentes,4203.67,5254.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
192575,componentes,5967.54,7459.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
192576,componentes,3570.51,4462.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
222132,componentes,134.37,168.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
222133,componentes,2062.68,2577.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
246761,componentes,1024.79,1281.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
246763,componentes,3427.87,4285.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
246764,componentes,4552.15,5689.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
267277,componentes,804.65,1006.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
276954,componentes,9969.26,12461.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
286844,componentes,4799.09,5999.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
289241,componentes,2725.15,3406.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
292421,componentes,10053.25,12566.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
299591,componentes,1887.53,2359.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
315148,componentes,3738.59,4672.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
IMAGEPRODUCT600023,componentes,8713.52,10892.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
IMAGEPRODUCT600066,componentes,5711.99,7140.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
IMAGEPRODUCT600109,componentes,9007.13,11259.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
IMAGEPRODUCT600126,componentes,8821.03,11025.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
IMAGEPRODUCT600142,componentes,2668.56,3335.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
IMAGEPRODUCT600149,componentes,4868.85,6085.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
IMAGEPRODUCT600150,componentes,1359.57,1699.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
IMAGEPRODUCT600243,componentes,6979.91,8725.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
IMAGEPRODUCT600268,componentes,2497.11,3120.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
IMAGEPRODUCT600275,componentes,939.74,1174.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
IMAGEPRODUCT600303,componentes,4941.80,6176.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
IMAGEPRODUCT600304,componentes,2848.69,3561.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
IMAGEPRODUCT600305,componentes,9160.40,11450.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
IMAGEPRODUCT600307,componentes,4458.05,5572.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
IMAGEPRODUCT600308,componentes,8282.63,10352.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
IMAGEPRODUCT600311,componentes,8671.18,10839.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
IMAGEPRODUCT600314,componentes,2400.93,3000.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
IMAGEPRODUCT600328,componentes,1729.78,2161.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
IMAGEPRODUCT600329,componentes,1846.52,2307.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
IMAGEPRODUCT600340,componentes,1501.15,1876.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
IMAGEPRODUCT600342,componentes,1017.69,1271.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
IMAGEPRODUCT600344,componentes,567.25,708.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
IMAGEPRODUCT600348,componentes,5261.93,6577.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
IMAGEPRODUCT600350,componentes,6438.76,8048.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
IMAGEPRODUCT600352,componentes,1206.82,1508.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
IMAGEPRODUCT600358,componentes,1793.26,2241.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
IMAGEPRODUCT600361,componentes,7413.45,9267.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
IMAGEPRODUCT600363,componentes,4348.69,5436.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
IMAGEPRODUCT600369,componentes,4644.59,5805.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
IMAGEPRODUCT600381,componentes,9149.11,11435.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
IMAGEPRODUCT600382,componentes,8264.85,10330.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
IMAGEPRODUCT600386,componentes,5646.53,7057.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
IMAGEPRODUCT600387,componentes,6099.22,7623.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
IMAGEPRODUCT600388,componentes,8856.95,11070.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
IMAGEPRODUCT600398,componentes,6492.23,8114.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
IMAGEPRODUCT600400,componentes,527.06,659.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
IMAGEPRODUCT600404,componentes,7951.69,9939.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
IMAGEPRODUCT600423,componentes,7020.61,8776.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
IMAGEPRODUCT600452,componentes,544.96,680.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
IMAGEPRODUCT600453,componentes,9481.21,11851.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
IMAGEPRODUCT600463,componentes,4076.47,5095.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
IMAGEPRODUCT600483,componentes,3176.36,3970.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS20217,componentes,5177.92,6471.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS20247,componentes,8162.31,10203.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS20249,componentes,2063.31,2578.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS20250,componentes,5627.23,7033.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS20252,componentes,3801.31,4751.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS20253,componentes,9237.89,11546.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS20255,componentes,4452.69,5566.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS20256,componentes,1920.97,2400.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS20258,componentes,5589.53,6987.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS20259,componentes,9375.08,11719.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS20260,componentes,577.78,721.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS20261,componentes,7657.84,9571.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS20262,componentes,5245.74,6556.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS20264,componentes,5846.55,7307.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS20265,componentes,5844.16,7304.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS20266,componentes,1919.16,2399.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS20267,componentes,1943.35,2428.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS20268,componentes,3196.05,3994.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS20269,componentes,7734.76,9668.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS20287,componentes,5183.63,6479.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS20525,componentes,8241.68,10301.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS20563,componentes,5339.00,6673.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS20564,componentes,5350.45,6687.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
